institution,course_name,url,year,module_name,credits,type,bucket_1,bucket_2
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,Contemporary Issues in Criminal Justice,,optional,Law,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,"Communities, Participation and Creating Change",,optional,Sociology & History,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,Enabling Places and Spaces,,optional,,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,Social Inequalities,,optional,Sociology & History,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,Victimology and Victimisation,,optional,Sociology & History,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,Future Worlds of Work,,optional,"Skills, Placement & Employability",
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,Left Behind Places,,optional,Comparative & British Politics,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,Global Social Problems,,optional,Sociology & History,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,Crime and Justice in the Online Space,,optional,Law,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 2,"Stigma, Power and Resistance",,optional,"Gender, Identity & Society",
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,Independent Study Module,,core,,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,"Crime, Media and Culture",,optional,"Media, Communication & Culture",Law
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,Global Transformation of Health,,optional,International Political Economy,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,"Crime, Gender and Sexuality",,optional,"Gender, Identity & Society",Law
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,"Morbidity, Culture and Corpses",,optional,Sociology & History,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,Spiritual Realities,,optional,,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,Talk at Work,,optional,Sociology & History,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,Working in the Criminal Justice System,,optional,Sociology & History,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,The Racial State,,optional,"Gender, Identity & Society",
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,AI in Society,,optional,Sociology & History,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,Africa and International Politics,,optional,Regional & Area Studies,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,Constitution and Territorial Ideologies in Britain and Ireland,,optional,Comparative & British Politics,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,India and its Neighbourhood,,optional,Regional & Area Studies,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,Democracy and Emergency,,optional,Political Theory & Philosophy,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,Development Paradigms,,optional,International Political Economy,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,Morality and Modern Warfare,,optional,Security & Conflict,Political Theory & Philosophy
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,Governmentality: Michel Foucault and the Analytics of Power,,optional,Political Theory & Philosophy,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,Green Politics,,optional,Environment & Sustainability,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,International Crisis Diplomacy,,optional,Diplomacy & Foreign Policy,Security & Conflict
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,Political Psychology and Public Opinion,,optional,Comparative & British Politics,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,Politics of Peace after Civil War,,optional,Security & Conflict,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,The Global Food System,,optional,International Political Economy,Environment & Sustainability
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,Global Politics of Nuclear Weapons,,optional,Security & Conflict,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,Global Sustainability and Energy Policy,,optional,Environment & Sustainability,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,Political Transition in the Middle East: A Century of Conflict,,optional,Regional & Area Studies,Security & Conflict
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,The Labour Party and Socialism,,optional,Comparative & British Politics,Political Theory & Philosophy
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,The Politics of (Post-) Colonialism,,optional,Political Theory & Philosophy,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,Politics of the Middle East: Regimes and societies in Transition,,optional,Regional & Area Studies,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,Karl Marx,,optional,Political Theory & Philosophy,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,Border Politics,,optional,Security & Conflict,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,The Racial State,,optional,"Gender, Identity & Society",
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,AI in Society,,optional,Sociology & History,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,"Drugs: Prevalence, Policy and Practice",,optional,Law,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,Welfare States in Crisis,,optional,Comparative & British Politics,International Political Economy
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,Policing and The Police,,optional,Comparative & British Politics,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,Housing and Homelessness: Overcoming Inequality,,optional,Sociology & History,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,Prisons and Penal Policy,,optional,Comparative & British Politics,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,Wellbeing of Children and Young People,,optional,Sociology & History,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,"Vulnerability, Deviance and Social Control",,optional,Sociology & History,
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,"Migration, Immigration and Social Policy",,optional,Sociology & History,Human Rights & Humanitarianism
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,"Gender, Violence and Justice",,optional,"Gender, Identity & Society",Political Theory & Philosophy
York,BA (hons) social & political sciences,https://www.york.ac.uk/study/undergraduate/courses/ba-social-political-sciences/,Year 3,"Environmental Justice, Harm and Policy",,optional,Environment & Sustainability,
